Datum,Rubrik,Beskrivning,Plats,Länk
2024-10-03T08:00:00+02:00,"03 oktober 08.00, Sammanfattning natt, Södermanlands län",Här följer en kort sammanfattning från nattens händelser.,Södermanlands län,/aktuellt/handelser/2024/oktober/3/03-oktober-08.00-sammanfattning-natt-sodermanlands-lan/
2024-10-03T07:56:52+02:00,"03 oktober 07.56, Sammanfattning natt, Östergötlands län",Här följer en kort sammanfattning från nattens händelser.,Östergötlands län,/aktuellt/handelser/2024/oktober/3/03-oktober-07.56-sammanfattning-natt-ostergotlands-lan/
2024-10-03T07:36:05+02:00,"03 oktober 03.36, Stöld/inbrott, Enköping",Inbrott i livsmedelsbutik.,Enköping,/aktuellt/handelser/2024/oktober/3/03-oktober-03.36-stoldinbrott-enkoping/
2024-10-03T07:30:12+02:00,"03 oktober 00.50, Motorfordon, stöld, Uppsala",Stulen bil stoppades efter förföljande.,Uppsala,/aktuellt/handelser/2024/oktober/3/03-oktober-00.50-motorfordon-stold-uppsala/
2024-10-03T07:20:13+02:00,"03 oktober 07.14, Sammanfattning natt, Jämtlands län","Jämtland, ett urval av nattens polisverksamhet",Jämtlands län,/aktuellt/handelser/2024/oktober/3/03-oktober-07.14-sammanfattning-natt-jamtlands-lan/
2024-10-03T07:14:22+02:00,"03 oktober 07.10, Sammanfattning natt, Västernorrlands län","Västernorrland, ett urval av nattens polisverksamhet",Västernorrlands län,/aktuellt/handelser/2024/oktober/3/03-oktober-07.10-sammanfattning-natt-vasternorrlands-lan/
2024-10-03T07:07:01+02:00,"03 oktober 06.55, Trafikolycka, Malmö",Olycka med flera fordon på Inre Ringvägen vid Rosengård.,Malmö,/aktuellt/handelser/2024/oktober/3/03-oktober-06.55-trafikolycka-malmo/
2024-10-03T07:06:57+02:00,"03 oktober 07.00, Sammanfattning natt, Norrbottens län","Norrbotten, ett urval av nattens polisverksamhet",Norrbottens län,/aktuellt/handelser/2024/oktober/3/03-oktober-07.00-sammanfattning-natt-norrbottens-lan/
2024-10-03T07:06:36+02:00,"03 oktober 07.00, Sammanfattning natt, Västerbottens län","Västerbotten, ett urval av nattens polisverksamhet",Västerbottens län,/aktuellt/handelser/2024/oktober/3/03-oktober-07.00-sammanfattning-natt-vasterbottens-lan/
2024-10-03T07:03:43+02:00,"03 oktober 06.00, Sammanfattning natt, Västra Götalands län",Dagens presstalesperson är på plats.,Västra Götalands län,/aktuellt/handelser/2024/oktober/3/03-oktober-06.00-sammanfattning-natt-vastra-gotalands-lan/
2024-10-03T07:03:33+02:00,"03 oktober 06.00, Sammanfattning natt, Hallands län",Dagens presstalesperson är på plats.,Hallands län,/aktuellt/handelser/2024/oktober/3/03-oktober-06.00-sammanfattning-natt-hallands-lan/
2024-10-02T22:37:16+02:00,"02 oktober 22.00, Vapenlagen, Stockholm",Skottlossning mot byggnad i Farsta.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-22.00-vapenlagen-stockholm/
2024-10-02T22:23:15+02:00,"02 oktober 21.37, Mord/dråp, försök, Haninge",Skott avlossas mot lägenhet i Brandbergen.,Haninge,/aktuellt/handelser/2024/oktober/2/02-oktober-21.37-morddrap-forsok-haninge/
2024-10-03T01:46:32+02:00,"03 oktober 01.20, Explosion, Stockholm",Explosion förstör port i Tensta.,Stockholm,/aktuellt/handelser/2024/oktober/3/03-oktober-01.20-explosion-stockholm/
2024-10-03T06:31:23+02:00,"03 oktober 06.30, Sammanfattning natt, Örebro län",Det har varit en lugn natt ur polisiär synvinkel i polisområde Örebro.,Örebro län,/aktuellt/handelser/2024/oktober/3/03-oktober-06.30-sammanfattning-natt-orebro-lan/
2024-10-03T06:31:21+02:00,"03 oktober 06.30, Sammanfattning natt, Dalarnas län",Det har varit en lugn natt ur polisiär synvinkel i polisområde Dalarna.,Dalarnas län,/aktuellt/handelser/2024/oktober/3/03-oktober-06.30-sammanfattning-natt-dalarnas-lan/
2024-10-03T06:31:19+02:00,"03 oktober 06.30, Sammanfattning natt, Värmlands län",Det har varit en lugn natt ur polisiär synvinkel i polisområde Värmland.,Värmlands län,/aktuellt/handelser/2024/oktober/3/03-oktober-06.30-sammanfattning-natt-varmlands-lan/
2024-10-03T06:28:09+02:00,"03 oktober 02.39, Trafikbrott, Olofström",Olovlig körning på Lv610 vid Skogsby.,Olofström,/aktuellt/handelser/2024/oktober/3/03-oktober-02.39-trafikbrott-olofstrom/
2024-10-03T04:17:45+02:00,"03 oktober 02.59, Våldtäkt, Stockholm",Två kvinnor berättar för receptionspersonalen på ett hotell i centrala Stockholm att tre män har försökt våldt,Stockholm,/aktuellt/handelser/2024/oktober/3/03-oktober-02.59-valdtakt-stockholm/
2024-10-02T22:39:20+02:00,"02 oktober 22.00, Polisinsats/kommendering, Stockholm",Polisinsats i centrala Stockholm med anledning av misstänkt grovt brott.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-22.00-polisinsatskommendering-stockholm/
2024-10-02T22:34:49+02:00,"02 oktober 21.46, Mord/dråp, försök, Stockholm",Personer beskjuts i Farsta.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-21.46-morddrap-forsok-stockholm/
2024-10-02T22:05:50+02:00,"02 oktober 22.04, Motorfordon, stöld, Norrköping",Polis önskar hjälp att hitta båtägare.,Norrköping,/aktuellt/handelser/2024/oktober/2/02-oktober-22.04-motorfordon-stold-norrkoping/
2024-10-02T22:00:13+02:00,"02 oktober 22.00, Övrigt, Västra Götalands län",Efter klockan 22:00 finns ingen presstalesperson i tjänst. Frågor från media besvaras av befäl på ledningscent,Västra Götalands län,/aktuellt/handelser/2024/oktober/2/02-oktober-22.00-ovrigt-vastra-gotalands-lan/
2024-10-02T21:59:59+02:00,"02 oktober 22.00, Övrigt, Hallands län",Efter klockan 22:00 finns ingen presstalesperson i tjänst. Frågor från media besvaras av befäl på ledningscent,Hallands län,/aktuellt/handelser/2024/oktober/2/02-oktober-22.00-ovrigt-hallands-lan/
2024-10-02T19:31:59+02:00,"02 oktober 19.08, Trafikolycka, Kil",Polis är på plats vid Stora Kil och dirigerar trafik efter en incident,Kil,/aktuellt/handelser/2024/oktober/2/02-oktober-19.08-trafikolycka-kil/
2024-10-02T21:35:02+02:00,"02 oktober 19.16, Stöld, Östersund",Omhändertagen man misstänks för cykelstöld.,Östersund,/aktuellt/handelser/2024/oktober/2/02-oktober-19.16-stold-ostersund/
2024-10-02T21:14:37+02:00,"02 oktober 15.02, Rattfylleri, Sundsvall",Misstänkt drograttfylleri i Stenstan.,Sundsvall,/aktuellt/handelser/2024/oktober/2/02-oktober-15.02-rattfylleri-sundsvall/
2024-10-02T18:13:37+02:00,"02 oktober 17.38, Olaga hot, Kil",Patruller är på plats i Kil med anledning av personkontroll,Kil,/aktuellt/handelser/2024/oktober/2/02-oktober-17.38-olaga-hot-kil/
2024-10-02T20:30:10+02:00,"02 oktober 18.42, Stöld, Karlskrona",Två personer gripna med misstänkt stöldgods.,Karlskrona,/aktuellt/handelser/2024/oktober/2/02-oktober-18.42-stold-karlskrona/
2024-10-02T20:17:51+02:00,"02 oktober 15.20, Brand, Malmö",Brand i lägeneht.,Malmö,/aktuellt/handelser/2024/oktober/2/02-oktober-15.20-brand-malmo/
2024-10-02T20:16:46+02:00,"02 oktober 20.16, Rån, Eskilstuna",Man i 20-årsåldern gripen misstänkt för rån.,Eskilstuna,/aktuellt/handelser/2024/oktober/2/02-oktober-20.16-ran-eskilstuna/
2024-10-02T20:10:32+02:00,"02 oktober 16.52, Knivlagen, Luleå",Omhändertagen man bar fem knivar.,Luleå,/aktuellt/handelser/2024/oktober/2/02-oktober-16.52-knivlagen-lulea/
2024-10-02T20:09:45+02:00,"02 oktober 18.57, Rattfylleri, Mölndal",Personal på ett Systembolag kontaktar polisen.,Mölndal,/aktuellt/handelser/2024/oktober/2/02-oktober-18.57-rattfylleri-molndal/
2024-10-02T20:07:20+02:00,"02 oktober 16.24, Misshandel, Arvidsjaur",Bråk i centrala Arvidsjaur.,Arvidsjaur,/aktuellt/handelser/2024/oktober/2/02-oktober-16.24-misshandel-arvidsjaur/
2024-10-02T20:02:52+02:00,"02 oktober 19.07, Trafikolycka, Sundsvall","Trafikolycka på Landsvägsallén, Kubikenborg.",Sundsvall,/aktuellt/handelser/2024/oktober/2/02-oktober-19.07-trafikolycka-sundsvall/
2024-10-02T19:44:28+02:00,"02 oktober 19.44, Trafikkontroll, Västernorrlands län",Resultat av polisens arbete i trafiken.,Västernorrlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-19.44-trafikkontroll-vasternorrlands-lan/
2024-10-02T19:29:58+02:00,"02 oktober 14.44, Knivlagen, Avesta",En anmälan om narkotikabrott har upprättats,Avesta,/aktuellt/handelser/2024/oktober/2/02-oktober-14.44-knivlagen-avesta/
2024-10-02T19:17:15+02:00,"02 oktober 18.25, Olovlig körning, Värmlands län",Två bilister rapporterade för olovlig körning,Värmlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-18.25-olovlig-korning-varmlands-lan/
2024-10-02T19:16:55+02:00,"02 oktober 16.17, Narkotikabrott, Boden",Man i Boden misstänks för bruk av narkotika.,Boden,/aktuellt/handelser/2024/oktober/2/02-oktober-16.17-narkotikabrott-boden/
2024-10-02T19:15:35+02:00,"02 oktober 17.30, Knivlagen, Uppsala",Man misstänks för grovt brott mot knivlagen.,Uppsala,/aktuellt/handelser/2024/oktober/2/02-oktober-17.30-knivlagen-uppsala/
2024-10-02T17:41:18+02:00,"02 oktober 17.40, Trafikolycka, Värnamo",Kökrock på riksväg 27 utanför Kärda.,Värnamo,/aktuellt/handelser/2024/oktober/2/02-oktober-17.40-trafikolycka-varnamo/
2024-10-02T17:03:02+02:00,"02 oktober 16.42, Arbetsplatsolycka, Perstorp",Man skadad på arbetsplats.,Perstorp,/aktuellt/handelser/2024/oktober/2/02-oktober-16.42-arbetsplatsolycka-perstorp/
2024-10-02T19:07:20+02:00,"02 oktober 16.02, Fylleri/LOB, Skellefteå",Berusad man i färd med att köra bil blev omhändertagen.,Skellefteå,/aktuellt/handelser/2024/oktober/2/02-oktober-16.02-fyllerilob-skelleftea/
2024-10-02T18:22:08+02:00,"02 oktober 18.10, Brand, Kalmar",Brand i personbil.,Kalmar,/aktuellt/handelser/2024/oktober/2/02-oktober-18.10-brand-kalmar/
2024-10-02T18:51:05+02:00,"02 oktober 15.01, Misshandel, Tyresö",Trafikincident leder till anmälningar om bland annat misshandel.,Tyresö,/aktuellt/handelser/2024/oktober/2/02-oktober-15.01-misshandel-tyreso/
2024-10-02T18:43:34+02:00,"02 oktober 14.28, Trafikbrott, Stockholm",En kvinna uppehåller sig på t-banespåret i Gubbängen.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-14.28-trafikbrott-stockholm/
2024-10-02T18:35:46+02:00,"02 oktober 17.33, Trafikolycka, personskada, Skövde",På Norra Bergvägen blir en kvinna i 70-årsåldern påkörd av en elspark.,Skövde,/aktuellt/handelser/2024/oktober/2/02-oktober-17.33-trafikolycka-personskada-skovde/
2024-10-02T18:26:13+02:00,"02 oktober 13.56, Skadegörelse, Solna",Stenkastande man vid Karolinska.,Solna,/aktuellt/handelser/2024/oktober/2/02-oktober-13.56-skadegorelse-solna/
2024-10-02T12:05:21+02:00,"02 oktober 09.34, Rattfylleri, Huddinge",Larm om onykter förare i Huddinge,Huddinge,/aktuellt/handelser/2024/oktober/2/02-oktober-09.34-rattfylleri-huddinge/
2024-10-02T18:05:14+02:00,"02 oktober 15.20, Rattfylleri, Pajala",Rattfylleri på furhjuling i Pajala.,Pajala,/aktuellt/handelser/2024/oktober/2/02-oktober-15.20-rattfylleri-pajala/
2024-10-02T17:52:03+02:00,"02 oktober 15.48, Fylleri/LOB, Sundsvall",Berusad man omhändertagen i Sundsvall.,Sundsvall,/aktuellt/handelser/2024/oktober/2/02-oktober-15.48-fyllerilob-sundsvall/
2024-10-02T17:43:14+02:00,"02 oktober 15.23, Narkotikabrott, Östersund",Man misstänks för ringa narkotikabrott genom eget bruk.,Östersund,/aktuellt/handelser/2024/oktober/2/02-oktober-15.23-narkotikabrott-ostersund/
2024-10-02T17:31:41+02:00,"02 oktober 16.21, Övrigt, Halmstad",Ett bussbolag kontaktar polisen efter att en av deras chaufförer tryckt på sitt överfallslarm.,Halmstad,/aktuellt/handelser/2024/oktober/2/02-oktober-16.21-ovrigt-halmstad/
2024-10-02T17:28:29+02:00,"02 oktober 17.28, Trafikolycka, Norrköping",Moped och elkick i kollision i Skärblacka.,Norrköping,/aktuellt/handelser/2024/oktober/2/02-oktober-17.28-trafikolycka-norrkoping/
2024-10-02T17:20:25+02:00,"02 oktober 17.20, Trafikolycka, Linköping",Kollsion vid Tiftrondellen utanför Malmslätt.,Linköping,/aktuellt/handelser/2024/oktober/2/02-oktober-17.20-trafikolycka-linkoping/
2024-10-02T17:12:04+02:00,"02 oktober 16.18, Rån, Lund",Rån mot restaurang och butik.,Lund,/aktuellt/handelser/2024/oktober/2/02-oktober-16.18-ran-lund/
2024-10-02T17:05:32+02:00,"02 oktober 12.37, Narkotikabrott, Örnsköldsvik",Man misstänks för narkotikabruk.,Örnsköldsvik,/aktuellt/handelser/2024/oktober/2/02-oktober-12.37-narkotikabrott-ornskoldsvik/
2024-10-02T16:48:55+02:00,"02 oktober 13.16, Rattfylleri, Östersund",Misstänkt drograttfylleri i centrum.,Östersund,/aktuellt/handelser/2024/oktober/2/02-oktober-13.16-rattfylleri-ostersund/
2024-10-02T16:17:18+02:00,"02 oktober 16.16, Trafikolycka, Eskilstuna",Kollision på E20 utanför Folkesta.,Eskilstuna,/aktuellt/handelser/2024/oktober/2/02-oktober-16.16-trafikolycka-eskilstuna/
2024-10-02T14:15:16+02:00,"02 oktober 14.09, Trafikolycka, Helsingborg",Pesonbil och mc i kollision.,Helsingborg,/aktuellt/handelser/2024/oktober/2/02-oktober-14.09-trafikolycka-helsingborg/
2024-10-02T15:06:54+02:00,"02 oktober 13.50, Trafikolycka, personskada, Skara","På E20, mellan Ardala och Skara, kör en personbil in i ett TMA-fordon.",Skara,/aktuellt/handelser/2024/oktober/2/02-oktober-13.50-trafikolycka-personskada-skara/
2024-10-02T14:59:38+02:00,"02 oktober 13.36, Trafikkontroll, Arjeplog","Riksväg 95, resultat efter trafikkontroller",Arjeplog,/aktuellt/handelser/2024/oktober/2/02-oktober-13.36-trafikkontroll-arjeplog/
2024-10-02T14:57:02+02:00,"02 oktober 13.27, Brand, Borås",SOS larmas om en lägenhetsbrand i ett flerfamiljshus i Hässleholmen.,Borås,/aktuellt/handelser/2024/oktober/2/02-oktober-13.27-brand-boras/
2024-10-02T14:46:50+02:00,"02 oktober 13.49, Rattfylleri, Ludvika",Polispatrull har stoppat en missstänkt påverkad bilist.,Ludvika,/aktuellt/handelser/2024/oktober/2/02-oktober-13.49-rattfylleri-ludvika/
2024-10-02T13:36:17+02:00,"02 oktober 13.30, Trafikkontroll, Västerbottens län","Västerbotten, ett urval av polisens arbete i trafiken",Västerbottens län,/aktuellt/handelser/2024/oktober/2/02-oktober-13.30-trafikkontroll-vasterbottens-lan/
2024-10-02T12:37:04+02:00,"02 oktober 11.33, Brand, Lerum",Larm inkommer till polisen om en brand i en industrilokal på Plåtvägen.,Lerum,/aktuellt/handelser/2024/oktober/2/02-oktober-11.33-brand-lerum/
2024-10-02T12:51:38+02:00,"02 oktober 12.50, Trafikkontroll, Västernorrlands län","Västernorrland, ett urval av polisens arbete i trafiken",Västernorrlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-12.50-trafikkontroll-vasternorrlands-lan/
2024-10-02T11:52:22+02:00,"02 oktober 10.06, Arbetsplatsolycka, Nybro",Man fallit från ställning i Hälleberga.,Nybro,/aktuellt/handelser/2024/oktober/2/02-oktober-10.06-arbetsplatsolycka-nybro/
2024-10-02T11:41:59+02:00,"02 oktober 11.36, Övrigt, Dalarnas län",Bergslagens regionala mediacenter är stängt under torsdagen.,Dalarnas län,/aktuellt/handelser/2024/oktober/2/02-oktober-11.36-ovrigt-dalarnas-lan/
2024-10-02T11:41:53+02:00,"02 oktober 11.36, Övrigt, Värmlands län",Bergslagens regionala mediacenter är stängt under torsdagen.,Värmlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-11.36-ovrigt-varmlands-lan/
2024-10-02T11:41:11+02:00,"02 oktober 11.36, Övrigt, Örebro län",Bergslagens regionala mediacenter är stängt under torsdagen.,Örebro län,/aktuellt/handelser/2024/oktober/2/02-oktober-11.36-ovrigt-orebro-lan/
2024-10-02T11:10:22+02:00,"02 oktober 10.26, Trafikkontroll, Härjedalen","Riksväg 84 Linsell, resultat efter hastighetskontroll i trafiken",Härjedalen,/aktuellt/handelser/2024/oktober/2/02-oktober-10.26-trafikkontroll-harjedalen/
2024-10-02T11:10:17+02:00,"02 oktober 11.04, Trafikolycka, Helsingborg",En personbil och cyklist kolliderar på Norra Stenbocksgatan.,Helsingborg,/aktuellt/handelser/2024/oktober/2/02-oktober-11.04-trafikolycka-helsingborg/
2024-10-02T11:02:41+02:00,"02 oktober 09.27, Trafikolycka, Skellefteå","E4, larm om trafikolycka i rondell vid Torsgatan",Skellefteå,/aktuellt/handelser/2024/oktober/2/02-oktober-09.27-trafikolycka-skelleftea/
2024-10-02T10:57:15+02:00,"02 oktober 08.07, Trafikolycka, Skellefteå","Centrum, trafikolycka vid Viktoriabron",Skellefteå,/aktuellt/handelser/2024/oktober/2/02-oktober-08.07-trafikolycka-skelleftea/
2024-10-02T10:49:10+02:00,"02 oktober 09.38, Trafikolycka, singel, Boden","Riksväg 97 Bredåker, en bilist har kört i diket",Boden,/aktuellt/handelser/2024/oktober/2/02-oktober-09.38-trafikolycka-singel-boden/
2024-10-02T10:43:09+02:00,"02 oktober 09.40, Stöld/inbrott, Sala",Inbrott i ett garage.,Sala,/aktuellt/handelser/2024/oktober/2/02-oktober-09.40-stoldinbrott-sala/
2024-10-02T10:21:01+02:00,"02 oktober 04.59, Stöld, Stockholms län",Tre män grips misstänkta för att ha stulit en Range Rover.,Stockholms län,/aktuellt/handelser/2024/oktober/2/02-oktober-04.59-stold-stockholms-lan/
2024-10-02T09:55:28+02:00,"02 oktober 07.55, Skadegörelse, Gävle",Kvinna fick fönsterruta krossad.,Gävle,/aktuellt/handelser/2024/oktober/2/02-oktober-07.55-skadegorelse-gavle/
2024-10-02T09:46:13+02:00,"02 oktober 07.57, Trafikolycka, Köping",Kollision mellan elsparkcykel och lastbil.,Köping,/aktuellt/handelser/2024/oktober/2/02-oktober-07.57-trafikolycka-koping/
2024-10-02T08:52:53+02:00,"02 oktober 07.45, Trafikolycka, personskada, Borlänge",En cyklist och en epatraktor kolliderade under morgonen i en korsning i Åselby.,Borlänge,/aktuellt/handelser/2024/oktober/2/02-oktober-07.45-trafikolycka-personskada-borlange/
2024-10-02T08:24:00+02:00,"01 oktober 21.15, Stöld, Uppsala",Kvinna försökte stjäla vinflaskor från krog.,Uppsala,/aktuellt/handelser/2024/oktober/1/01-oktober-21.15-stold-uppsala/
2024-10-02T08:22:09+02:00,"02 oktober 03.31, Stöld/inbrott, Stockholm",Larm om inbrott i företagslokal i Johanneshov.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-03.31-stoldinbrott-stockholm/
2024-10-02T08:03:46+02:00,"02 oktober 07.56, Sammanfattning natt, Södermanlands län","Sammanfattning av nattens händelser, Södermanlands län",Södermanlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.56-sammanfattning-natt-sodermanlands-lan/
2024-10-02T08:03:14+02:00,"02 oktober 07.56, Sammanfattning natt, Jönköpings län","Sammanfattning av nattens händelser, Jönköpings län",Jönköpings län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.56-sammanfattning-natt-jonkopings-lan/
2024-10-02T08:02:35+02:00,"02 oktober 07.56, Sammanfattning natt, Östergötlands län","Sammanfattning av nattens händelser, Östergötlands län",Östergötlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.56-sammanfattning-natt-ostergotlands-lan/
2024-10-02T07:48:42+02:00,"02 oktober 04.05, Brand, Västerås",Brand i fordon.,Västerås,/aktuellt/handelser/2024/oktober/2/02-oktober-04.05-brand-vasteras/
2024-10-02T07:48:31+02:00,"02 oktober 07.40, Sammanfattning natt, Norrbottens län","Norrbotten, ett urval av nattens polisverksamhet",Norrbottens län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.40-sammanfattning-natt-norrbottens-lan/
2024-10-02T07:43:40+02:00,"02 oktober 07.38, Sammanfattning natt, Jämtlands län","Jämtland, ett urval av nattens polisverksamhet",Jämtlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.38-sammanfattning-natt-jamtlands-lan/
2024-10-02T07:42:10+02:00,"02 oktober 06.42, Trafikolycka, personskada, Skövde",Larm inkommer från SOS om en trafikolycka mellan två stycken personbilar på Majorsgatan.,Skövde,/aktuellt/handelser/2024/oktober/2/02-oktober-06.42-trafikolycka-personskada-skovde/
2024-10-02T07:38:43+02:00,"02 oktober 07.31, Sammanfattning natt, Västernorrlands län","Västernorrland, ett urval av nattens polisverksamhet",Västernorrlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.31-sammanfattning-natt-vasternorrlands-lan/
2024-10-02T07:38:38+02:00,"01 oktober 20.58, Trafikolycka, personskada, Uppsala",Kvinna misstänkt för brott efter olycka.,Uppsala,/aktuellt/handelser/2024/oktober/1/01-oktober-20.58-trafikolycka-personskada-uppsala/
2024-10-02T07:31:09+02:00,"02 oktober 07.30, Sammanfattning natt, Västerbottens län","Västerbotten, ett urval av nattens polisverksamhet",Västerbottens län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.30-sammanfattning-natt-vasterbottens-lan/
2024-10-02T07:18:33+02:00,"02 oktober 01.34, Ofredande/förargelse, Stockholm",Två män beter sig aggressivt vid Gullmarsplans tunnelbanestation.,Stockholm,/aktuellt/handelser/2024/oktober/2/02-oktober-01.34-ofredandeforargelse-stockholm/
2024-10-02T07:03:46+02:00,"02 oktober 07.03, Sammanfattning natt, Dalarnas län",Natt till onsdag polisområde Dalarna,Dalarnas län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.03-sammanfattning-natt-dalarnas-lan/
2024-10-02T07:00:15+02:00,"02 oktober 07.00, Sammanfattning natt, Västra Götalands län",Dagens presstalesperson är på plats. Inga större händelser i länet under kvällen/natten.,Västra Götalands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.00-sammanfattning-natt-vastra-gotalands-lan/
2024-10-02T07:00:10+02:00,"02 oktober 07.00, Sammanfattning natt, Hallands län",Dagens presstalesperson är på plats. Inga större händelser i länet under kvällen/natten.,Hallands län,/aktuellt/handelser/2024/oktober/2/02-oktober-07.00-sammanfattning-natt-hallands-lan/
2024-10-02T06:58:35+02:00,"02 oktober 06.58, Sammanfattning natt, Värmlands län",Natt till onsdag polisområde Värmland,Värmlands län,/aktuellt/handelser/2024/oktober/2/02-oktober-06.58-sammanfattning-natt-varmlands-lan/
2024-10-02T06:41:09+02:00,"02 oktober 06.41, Sammanfattning natt, Örebro län",Natt till onsdag polisområde Örebro,Örebro län,/aktuellt/handelser/2024/oktober/2/02-oktober-06.41-sammanfattning-natt-orebro-lan/
2024-10-02T06:27:38+02:00,"02 oktober 04.01, Brand, Malmö",Brand i soprum på Stenkällevägen.,Malmö,/aktuellt/handelser/2024/oktober/2/02-oktober-04.01-brand-malmo/
2024-10-02T06:23:31+02:00,"02 oktober 01.50, Brand, Hässleholm","Brand i villa, Tyringe.",Hässleholm,/aktuellt/handelser/2024/oktober/2/02-oktober-01.50-brand-hassleholm/
2024-10-02T01:07:59+02:00,"01 oktober 23.42, Mord/dråp, försök, Stockholm",Polisen får samtal om att smällar hörts i ett bostadshus i Bandhagen.,Stockholm,/aktuellt/handelser/2024/oktober/1/01-oktober-23.42-morddrap-forsok-stockholm/
2024-10-01T23:33:46+02:00,"01 oktober 17.55, Vapenlagen, Stockholm",Polisen får samtal om att en smäll hörts på Strandvägen.,Stockholm,/aktuellt/handelser/2024/oktober/1/01-oktober-17.55-vapenlagen-stockholm/
2024-10-01T21:57:32+02:00,"01 oktober 17.16, Narkotikabrott, Luleå",Två män misstänks för narkotikabrott.,Luleå,/aktuellt/handelser/2024/oktober/1/01-oktober-17.16-narkotikabrott-lulea/
2024-10-01T20:53:02+02:00,"01 oktober 20.35, Brand, Malmö",Brand i personbil.,Malmö,/aktuellt/handelser/2024/oktober/1/01-oktober-20.35-brand-malmo/
2024-10-01T21:53:02+02:00,"01 oktober 20.35, Trafikolycka, vilt, Gävle",Viltolycka med älg.,Gävle,/aktuellt/handelser/2024/oktober/1/01-oktober-20.35-trafikolycka-vilt-gavle/
2024-10-01T21:35:46+02:00,"01 oktober 18.50, Olaga hot, Umeå",Olaga hot på boende i kommunen.,Umeå,/aktuellt/handelser/2024/oktober/1/01-oktober-18.50-olaga-hot-umea/
2024-10-01T21:27:05+02:00,"01 oktober 16.44, Stöld, Östersund",Kvinna misstänks för ringa stöld och egenmäktigt förfarande.,Östersund,/aktuellt/handelser/2024/oktober/1/01-oktober-16.44-stold-ostersund/
2024-10-01T20:51:00+02:00,"01 oktober 20.46, Misshandel, grov, Jönköping",En grov misshandel i Huskvarna.,Jönköping,/aktuellt/handelser/2024/oktober/1/01-oktober-20.46-misshandel-grov-jonkoping/
2024-10-01T17:40:19+02:00,"01 oktober 17.05, Trafikolycka, Laxå",Trafikolycka på E20 södergående strax efter Sandstubbetorp.,Laxå,/aktuellt/handelser/2024/oktober/1/01-oktober-17.05-trafikolycka-laxa/
2024-10-01T21:10:54+02:00,"01 oktober 13.30, Narkotikabrott, Luleå",Två män anhållna för narkotikainnehav.,Luleå,/aktuellt/handelser/2024/oktober/1/01-oktober-13.30-narkotikabrott-lulea/
2024-10-01T21:06:50+02:00,"01 oktober 19.32, Rattfylleri, Vilhelmina",Misstänkt drograttfylleri i Vilhelmina.,Vilhelmina,/aktuellt/handelser/2024/oktober/1/01-oktober-19.32-rattfylleri-vilhelmina/
2024-10-01T20:59:39+02:00,"01 oktober 20.09, Brand, Ludvika",Det brinner i två byggnader norr om Ludvika.,Ludvika,/aktuellt/handelser/2024/oktober/1/01-oktober-20.09-brand-ludvika/
2024-10-01T21:01:58+02:00,"01 oktober 20.34, Trafikolycka, vilt, Uppsala län",Flera viltolyckor i länet.,Uppsala län,/aktuellt/handelser/2024/oktober/1/01-oktober-20.34-trafikolycka-vilt-uppsala-lan/
2024-10-01T20:35:15+02:00,"01 oktober 20.14, Trafikolycka, Borlänge",Kollision på Grådavägen i Borlänge.,Borlänge,/aktuellt/handelser/2024/oktober/1/01-oktober-20.14-trafikolycka-borlange/
2024-10-01T21:00:37+02:00,"01 oktober 18.48, Rattfylleri, Lycksele",Misstänkt drograttfylleri i Lycksele.,Lycksele,/aktuellt/handelser/2024/oktober/1/01-oktober-18.48-rattfylleri-lycksele/
2024-10-01T20:56:26+02:00,"01 oktober 18.58, Rattfylleri, Älvsbyn",Misstänkt drograttfylleri i Älvsbyn.,Älvsbyn,/aktuellt/handelser/2024/oktober/1/01-oktober-18.58-rattfylleri-alvsbyn/
2024-10-01T19:20:38+02:00,"01 oktober 19.10, Trafikolycka, vilt, Berg",Viltolycka med älg på länsväg 321 Myrviken-Hoverberg.,Berg,/aktuellt/handelser/2024/oktober/1/01-oktober-19.10-trafikolycka-vilt-berg/
2024-10-01T19:47:04+02:00,"01 oktober 18.24, Mord/dråp, försök, Karlskrona",Skadad man som inkommit till akuten.,Karlskrona,/aktuellt/handelser/2024/oktober/1/01-oktober-18.24-morddrap-forsok-karlskrona/
